comment_text,original_line,field_count,clean_text,sentiment,confidence,topic,emotions,anger,disgust,fear,joy,neutral,sadness,surprise,anger_linguistic,disgust_linguistic,fear_linguistic,joy_linguistic,neutral_linguistic,sadness_linguistic,surprise_linguistic,anger_sentence_count,disgust_sentence_count,fear_sentence_count,joy_sentence_count,neutral_sentence_count,sadness_sentence_count,surprise_sentence_count,dominant_emotion
what part of common core did parents not like that isn’t math? Like,1243,3,part common core parents like isnt math like,negative,0.7694703340530396,-1,"{'anger': 0.015842465683817863, 'disgust': 0.010929361917078495, 'fear': 0.00538676418364048, 'joy': 0.012226159684360027, 'neutral': 0.5330662131309509, 'sadness': 0.19675031304359436, 'surprise': 0.22579865157604218}",0.015842465683817863,0.010929361917078495,0.00538676418364048,0.012226159684360027,0.5330662131309509,0.19675031304359436,0.22579865157604218,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@mouthiknaradas962,1251,7,mouthiknaradas,neutral,0.7718594074249268,-1,"{'anger': 0.006678228732198477, 'disgust': 0.005827624350786209, 'fear': 0.006687963847070932, 'joy': 0.013954302296042442, 'neutral': 0.8427926898002625, 'sadness': 0.04703308269381523, 'surprise': 0.07702606171369553}",0.006678228732198477,0.005827624350786209,0.006687963847070932,0.013954302296042442,0.8427926898002625,0.04703308269381523,0.07702606171369553,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
low teacher pay,1254,6,low teacher pay,negative,0.6374975442886353,-1,"{'anger': 0.12616360187530518, 'disgust': 0.051076725125312805, 'fear': 0.008340752683579922, 'joy': 0.006154628936201334, 'neutral': 0.2366969734430313, 'sadness': 0.5508089661598206, 'surprise': 0.020758388563990593, 'sadness_linguistic': 1.0, 'sadness_sentence_count': 1}",0.12616360187530518,0.051076725125312805,0.008340752683579922,0.006154628936201334,0.2366969734430313,0.5508089661598206,0.020758388563990593,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,sadness
@NeygarzruinedAmerica,1256,7,neygarzruinedamerica,neutral,0.6790264844894409,-1,"{'anger': 0.005280954763293266, 'disgust': 0.0008256707224063575, 'fear': 0.00532539514824748, 'joy': 0.046213503926992416, 'neutral': 0.742922306060791, 'sadness': 0.04057279974222183, 'surprise': 0.15885938704013824}",0.005280954763293266,0.0008256707224063575,0.00532539514824748,0.046213503926992416,0.742922306060791,0.04057279974222183,0.15885938704013824,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@wendyponsford7428,1266,7,wendyponsford,neutral,0.8303576111793518,-1,"{'anger': 0.011425076052546501, 'disgust': 0.006105111911892891, 'fear': 0.006969935726374388, 'joy': 0.03408512473106384, 'neutral': 0.7949683666229248, 'sadness': 0.05444607511162758, 'surprise': 0.092000313103199}",0.011425076052546501,0.006105111911892891,0.006969935726374388,0.03408512473106384,0.7949683666229248,0.05444607511162758,0.092000313103199,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@KomericanMom,1267,7,komericanmom,neutral,0.8474658727645874,-1,"{'anger': 0.0067631518468260765, 'disgust': 0.0009650366846472025, 'fear': 0.0028251255862414837, 'joy': 0.06535347551107407, 'neutral': 0.7834186553955078, 'sadness': 0.01900671422481537, 'surprise': 0.12166783213615417}",0.0067631518468260765,0.0009650366846472025,0.0028251255862414837,0.06535347551107407,0.7834186553955078,0.01900671422481537,0.12166783213615417,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@jethroscooter7214,1270,7,jethroscooter,neutral,0.7736438512802124,-1,"{'anger': 0.0062891957350075245, 'disgust': 0.00408526323735714, 'fear': 0.006241916678845882, 'joy': 0.01650014892220497, 'neutral': 0.808650016784668, 'sadness': 0.026009825989603996, 'surprise': 0.1322237253189087}",0.0062891957350075245,0.00408526323735714,0.006241916678845882,0.01650014892220497,0.808650016784668,0.026009825989603996,0.1322237253189087,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
two great pioneers of the European Intellect (in the field of political and social philosophy) discarded Democracy as a good form of government. To plato IGNORANCE was the real curse of democracy. He deemed democracy as a rule of IGNORANCE. Aristotle rejected Democracy on the grounds of it being a perverted form of polity ruled by the poor,1273,3,two great pioneers european intellect field political social philosophy discarded democracy good form government plato ignorance real curse democracy deemed democracy rule ignorance aristotle rejected democracy grounds perverted form polity ruled poor,negative,0.7431729435920715,-1,"{'anger': 0.12447333335876465, 'disgust': 0.008218307979404926, 'fear': 0.0034284498542547226, 'joy': 0.03751818463206291, 'neutral': 0.044708676636219025, 'sadness': 0.7652405500411987, 'surprise': 0.016412531957030296, 'joy_linguistic': 1.0, 'neutral_linguistic': 1.0, 'joy_sentence_count': 1, 'neutral_sentence_count': 1}",0.12447333335876465,0.008218307979404926,0.0034284498542547226,0.03751818463206291,0.044708676636219025,0.7652405500411987,0.016412531957030296,0.0,0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,1,0,0,sadness
@doctorwhosit3896,1274,7,doctorwhosit,neutral,0.7590136528015137,-1,"{'anger': 0.006618043873459101, 'disgust': 0.002889227354899049, 'fear': 0.0025822771713137627, 'joy': 0.04213331639766693, 'neutral': 0.7967438101768494, 'sadness': 0.030576137825846672, 'surprise': 0.1184571385383606}",0.006618043873459101,0.002889227354899049,0.0025822771713137627,0.04213331639766693,0.7967438101768494,0.030576137825846672,0.1184571385383606,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@tjuanwashington4359,1275,7,tjuanwashington,neutral,0.8454755544662476,-1,"{'anger': 0.004456574097275734, 'disgust': 0.0016655906802043319, 'fear': 0.0021912807133048773, 'joy': 0.01558877993375063, 'neutral': 0.88820880651474, 'sadness': 0.020461786538362503, 'surprise': 0.06742716580629349}",0.004456574097275734,0.0016655906802043319,0.0021912807133048773,0.01558877993375063,0.88820880651474,0.020461786538362503,0.06742716580629349,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@Redyear20,1280,7,redyear,neutral,0.7003517150878906,-1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,anger
@richatlarge462,1282,7,richatlarge,neutral,0.7379457950592041,-1,"{'anger': 0.009924765676259995, 'disgust': 0.0016315745888277888, 'fear': 0.0017243976471945643, 'joy': 0.02101350948214531, 'neutral': 0.8506144881248474, 'sadness': 0.024348193779587746, 'surprise': 0.09074302017688751}",0.009924765676259995,0.0016315745888277888,0.0017243976471945643,0.02101350948214531,0.8506144881248474,0.024348193779587746,0.09074302017688751,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@SophiaHaygiallah,1285,5,sophiahaygiallah,neutral,0.7517929077148438,-1,"{'anger': 0.014160954393446445, 'disgust': 0.0033460035920143127, 'fear': 0.008362903259694576, 'joy': 0.057442281395196915, 'neutral': 0.7903537750244141, 'sadness': 0.03390594571828842, 'surprise': 0.09242815524339676}",0.014160954393446445,0.0033460035920143127,0.008362903259694576,0.057442281395196915,0.7903537750244141,0.03390594571828842,0.09242815524339676,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@Slaythehippies,1289,7,slaythehippies,neutral,0.697648286819458,-1,"{'anger': 0.0074948593974113464, 'disgust': 0.0047444989904761314, 'fear': 0.001551233814097941, 'joy': 0.41317063570022583, 'neutral': 0.4283421039581299, 'sadness': 0.04878471419215202, 'surprise': 0.09591200202703476}",0.0074948593974113464,0.0047444989904761314,0.001551233814097941,0.41317063570022583,0.4283421039581299,0.04878471419215202,0.09591200202703476,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
@Ukrainian-woman-of-your-dreams,1292,7,ukrainianwomanofyourdreams,neutral,0.7748686671257019,-1,"{'anger': 0.008359760046005249, 'disgust': 0.0010227869497612119, 'fear': 0.018853621557354927, 'joy': 0.10012321919202805, 'neutral': 0.4202137589454651, 'sadness': 0.08135776966810226, 'surprise': 0.37006911635398865}",0.008359760046005249,0.0010227869497612119,0.018853621557354927,0.10012321919202805,0.4202137589454651,0.08135776966810226,0.37006911635398865,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,neutral
